"Moving Violations",,
"123rd Precinct",,
"    June ",,
123sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",3,55
"Bus Lane, Driving in",0,0
"Cell Phone",70,515
"Commercial Veh on Pkwy",4,4
"Defective Brakes",0,0
"Disobey Steady Red Signal",57,268
"Disobey Traffic Control Device",146,559
"Equipment (Other)",5,29
"Fail to Keep Right",2,23
"Fail to Signal",70,276
"Following Too Closely",8,49
"Headlights (Defect. or Improper)",10,93
"Improper Lights",4,5
"Improper Passing",6,27
"Improper Turn",16,151
"Improper/Missing Plates",20,66
"Not Giving R of W to Pedes.",31,41
"Not Giving R of W to Veh.",12,35
"OBSTRUCTED PLATE",0,1
"One Way Street",1,6
"Pavement Markings",61,295
"Safety Belt",207,916
"School Bus, Passing Stopped",1,8
Speeding,155,1025
Spillback,0,0
"Tinted Windows",71,500
"Truck Routes",0,0
U-Turn,2,20
Uninspected,15,56
Uninsured,35,240
"Unlicensed Operator",81,376
Unregistered,18,90
"Unsafe Lane Change",1,13
"Other Movers",105,366
"123TOTAL Movers ",1218,6112
,,
"* All figures are preliminary and subject to change.",,
