"Moving Violations",,
"52nd Precinct",,
"    June ",,
052sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,8
"Brake Lights (Defect.or Improper)",65,279
"Bus Lane, Driving in",1,19
"Cell Phone",64,216
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",21,128
"Disobey Traffic Control Device",108,507
"Equipment (Other)",3,34
"Fail to Keep Right",0,0
"Fail to Signal",6,61
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",8,174
"Improper Lights",0,20
"Improper Passing",12,22
"Improper Turn",87,498
"Improper/Missing Plates",0,37
"Not Giving R of W to Pedes.",25,161
"Not Giving R of W to Veh.",0,14
"OBSTRUCTED PLATE",7,14
"One Way Street",0,0
"Pavement Markings",55,129
"Safety Belt",49,241
"School Bus, Passing Stopped",1,22
Speeding,75,420
Spillback,0,1
"Tinted Windows",90,1124
"Truck Routes",0,6
U-Turn,3,11
Uninspected,1,25
Uninsured,43,280
"Unlicensed Operator",50,292
Unregistered,25,89
"Unsafe Lane Change",4,11
"Other Movers",39,98
"052TOTAL Movers ",843,4942
,,
"* All figures are preliminary and subject to change.",,
