"Moving Violations",,
"88th Precinct",,
"    June ",,
088sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,3
"Brake Lights (Defect.or Improper)",16,139
"Bus Lane, Driving in",0,0
"Cell Phone",112,935
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",82,501
"Disobey Traffic Control Device",165,1193
"Equipment (Other)",0,7
"Fail to Keep Right",0,0
"Fail to Signal",3,48
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",26,259
"Improper Lights",0,0
"Improper Passing",3,3
"Improper Turn",14,133
"Improper/Missing Plates",2,26
"Not Giving R of W to Pedes.",17,107
"Not Giving R of W to Veh.",1,6
"OBSTRUCTED PLATE",2,2
"One Way Street",2,6
"Pavement Markings",9,47
"Safety Belt",119,688
"School Bus, Passing Stopped",0,2
Speeding,7,106
Spillback,0,0
"Tinted Windows",53,161
"Truck Routes",2,3
U-Turn,0,0
Uninspected,3,31
Uninsured,24,189
"Unlicensed Operator",31,207
Unregistered,8,66
"Unsafe Lane Change",0,1
"Other Movers",57,310
"088TOTAL Movers ",758,5179
,,
"* All figures are preliminary and subject to change.",,
