"Moving Violations",,
"79th Precinct",,
"    June ",,
079sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,10
"Brake Lights (Defect.or Improper)",9,80
"Bus Lane, Driving in",0,0
"Cell Phone",95,536
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",174,595
"Disobey Traffic Control Device",233,1639
"Equipment (Other)",0,1
"Fail to Keep Right",0,0
"Fail to Signal",0,0
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",5,61
"Improper Lights",0,0
"Improper Passing",1,7
"Improper Turn",70,405
"Improper/Missing Plates",6,42
"Not Giving R of W to Pedes.",26,93
"Not Giving R of W to Veh.",0,0
"OBSTRUCTED PLATE",0,0
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",55,311
"School Bus, Passing Stopped",18,55
Speeding,35,211
Spillback,1,6
"Tinted Windows",21,256
"Truck Routes",6,28
U-Turn,0,23
Uninspected,2,12
Uninsured,18,126
"Unlicensed Operator",45,258
Unregistered,13,74
"Unsafe Lane Change",8,25
"Other Movers",37,208
"079TOTAL Movers ",880,5065
,,
"* All figures are preliminary and subject to change.",,
