"Moving Violations",,
"121st Precinct",,
"    June ",,
121sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,12
"Brake Lights (Defect.or Improper)",18,151
"Bus Lane, Driving in",0,3
"Cell Phone",51,204
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,2
"Disobey Steady Red Signal",30,234
"Disobey Traffic Control Device",399,2002
"Equipment (Other)",11,66
"Fail to Keep Right",0,0
"Fail to Signal",205,1459
"Following Too Closely",0,38
"Headlights (Defect. or Improper)",20,110
"Improper Lights",3,12
"Improper Passing",2,8
"Improper Turn",8,32
"Improper/Missing Plates",8,80
"Not Giving R of W to Pedes.",23,143
"Not Giving R of W to Veh.",7,123
"OBSTRUCTED PLATE",1,1
"One Way Street",1,11
"Pavement Markings",9,79
"Safety Belt",88,588
"School Bus, Passing Stopped",2,29
Speeding,81,597
Spillback,0,1
"Tinted Windows",96,556
"Truck Routes",0,0
U-Turn,11,73
Uninspected,6,48
Uninsured,61,423
"Unlicensed Operator",144,914
Unregistered,22,105
"Unsafe Lane Change",8,56
"Other Movers",88,339
"121TOTAL Movers ",1405,8499
,,
"* All figures are preliminary and subject to change.",,
