"Moving Violations",,
"26th Precinct",,
"    June ",,
026sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",5,28
"Bus Lane, Driving in",0,0
"Cell Phone",63,363
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",29,220
"Disobey Traffic Control Device",71,557
"Equipment (Other)",2,26
"Fail to Keep Right",0,0
"Fail to Signal",8,39
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",4,16
"Improper Lights",0,0
"Improper Passing",0,1
"Improper Turn",47,333
"Improper/Missing Plates",4,7
"Not Giving R of W to Pedes.",36,245
"Not Giving R of W to Veh.",0,11
"OBSTRUCTED PLATE",0,0
"One Way Street",2,11
"Pavement Markings",37,291
"Safety Belt",32,103
"School Bus, Passing Stopped",0,14
Speeding,22,124
Spillback,0,0
"Tinted Windows",3,80
"Truck Routes",0,0
U-Turn,5,16
Uninspected,0,3
Uninsured,19,91
"Unlicensed Operator",19,119
Unregistered,3,17
"Unsafe Lane Change",0,3
"Other Movers",31,219
"026TOTAL Movers ",442,2944
,,
"* All figures are preliminary and subject to change.",,
