"Moving Violations",,
Citywide,,
"    June ",,
citysum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",99,699
"Brake Lights (Defect.or Improper)",853,6343
"Bus Lane, Driving in",109,1525
"Cell Phone",6902,39679
"Commercial Veh on Pkwy",170,943
"Defective Brakes",10,40
"Disobey Steady Red Signal",5200,29565
"Disobey Traffic Control Device",15513,99320
"Equipment (Other)",1450,7792
"Fail to Keep Right",24,147
"Fail to Signal",1729,12425
"Following Too Closely",75,542
"Headlights (Defect. or Improper)",689,6049
"Improper Lights",109,868
"Improper Passing",462,2187
"Improper Turn",6484,42045
"Improper/Missing Plates",455,3863
"Not Giving R of W to Pedes.",3625,21115
"Not Giving R of W to Veh.",339,2160
"OBSTRUCTED PLATE",264,404
"One Way Street",379,1898
"Pavement Markings",1182,7277
"Safety Belt",8084,41506
"School Bus, Passing Stopped",146,2265
Speeding,10914,68473
Spillback,214,1304
"Tinted Windows",4871,43668
"Truck Routes",307,1791
U-Turn,257,1872
Uninspected,376,2281
Uninsured,2193,15010
"Unlicensed Operator",4711,28595
Unregistered,1019,6116
"Unsafe Lane Change",384,3198
"Other Movers",6705,40017
"CitywideTOTAL Movers ",86303,542982
,,
"* All figures are preliminary and subject to change.",,
