"Moving Violations",,
"62nd Precinct",,
"   March ",,
062sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,1
"Brake Lights (Defect.or Improper)",5,7
"Bus Lane, Driving in",0,0
"Cell Phone",80,194
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",140,316
"Disobey Traffic Control Device",282,755
"Equipment (Other)",0,0
"Fail to Keep Right",0,1
"Fail to Signal",72,206
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",3,4
"Improper Lights",0,1
"Improper Passing",6,17
"Improper Turn",56,117
"Improper/Missing Plates",1,2
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",117,254
"Not Giving R of W to Veh.",1,6
"OBSTRUCTED PLATE",1,5
"One Way Street",22,47
"Pavement Markings",11,34
"Safety Belt",84,188
"School Bus, Passing Stopped",1,2
Speeding,111,213
Spillback,1,1
"Tinted Windows",79,253
"Truck Routes",3,4
U-Turn,3,10
Uninspected,1,3
Uninsured,16,53
"Unlicensed Operator",94,221
Unregistered,10,23
"Unsafe Lane Change",1,2
"Other Movers",122,216
"062TOTAL Movers ",1324,3157
,,
"* All figures are preliminary and subject to change.",,
