"Moving Violations",,
"105th Precinct",,
"   March ",,
105sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,5
"Brake Lights (Defect.or Improper)",7,21
"Bus Lane, Driving in",0,0
"Cell Phone",93,215
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",22,55
"Disobey Traffic Control Device",204,683
"Equipment (Other)",0,0
"Fail to Keep Right",0,2
"Fail to Signal",18,49
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",4,14
"Improper Lights",0,1
"Improper Passing",4,7
"Improper Turn",26,122
"Improper/Missing Plates",7,14
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",16,93
"Not Giving R of W to Veh.",2,5
"OBSTRUCTED PLATE",3,3
"One Way Street",0,0
"Pavement Markings",52,156
"Safety Belt",101,283
"School Bus, Passing Stopped",0,3
Speeding,130,312
Spillback,0,0
"Tinted Windows",95,293
"Truck Routes",27,30
U-Turn,3,14
Uninspected,2,3
Uninsured,30,85
"Unlicensed Operator",65,208
Unregistered,11,31
"Unsafe Lane Change",4,10
"Other Movers",112,281
"105TOTAL Movers ",1041,3000
,,
"* All figures are preliminary and subject to change.",,
