"Moving Violations",,
"78th Precinct",,
"   March ",,
078sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,5
"Brake Lights (Defect.or Improper)",17,33
"Bus Lane, Driving in",0,1
"Cell Phone",142,285
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",65,290
"Disobey Traffic Control Device",179,363
"Equipment (Other)",3,11
"Fail to Keep Right",0,0
"Fail to Signal",13,36
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",4,14
"Improper Lights",0,0
"Improper Passing",2,2
"Improper Turn",38,61
"Improper/Missing Plates",1,4
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",58,195
"Not Giving R of W to Veh.",1,2
"OBSTRUCTED PLATE",4,9
"One Way Street",0,0
"Pavement Markings",6,18
"Safety Belt",74,162
"School Bus, Passing Stopped",0,1
Speeding,40,95
Spillback,0,0
"Tinted Windows",60,156
"Truck Routes",0,0
U-Turn,5,17
Uninspected,0,2
Uninsured,11,81
"Unlicensed Operator",35,82
Unregistered,12,33
"Unsafe Lane Change",3,3
"Other Movers",43,117
"078TOTAL Movers ",818,2078
,,
"* All figures are preliminary and subject to change.",,
