"Moving Violations",,
"Patrol Bureau",,
"   March ",,
patrolsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",120,319
"Brake Lights (Defect.or Improper)",749,2234
"Bus Lane, Driving in",40,113
"Cell Phone",6660,17400
"Commercial Veh on Pkwy",32,61
"Defective Brakes",1,25
"Disobey Steady Red Signal",6075,16551
"Disobey Traffic Control Device",15811,46435
"Equipment (Other)",433,1172
"Fail to Keep Right",28,57
"Fail to Signal",1598,5002
"Following Too Closely",29,94
"Headlights (Defect. or Improper)",704,2313
"Improper Lights",112,421
"Improper Passing",178,568
"Improper Turn",7877,22082
"Improper/Missing Plates",294,997
"Lamps and Other Equipment on Bicycle",45,45
"Not Giving R of W to Pedes.",5175,14068
"Not Giving R of W to Veh.",267,725
"OBSTRUCTED PLATE",449,1241
"One Way Street",242,674
"Pavement Markings",887,2594
"Safety Belt",5866,15369
"School Bus, Passing Stopped",231,574
Speeding,6648,17702
Spillback,496,810
"Tinted Windows",6209,18707
"Truck Routes",156,427
U-Turn,301,887
Uninspected,223,846
Uninsured,1888,5775
"Unlicensed Operator",4424,12762
Unregistered,807,2378
"Unsafe Lane Change",355,1152
"Other Movers",5709,15118
"PATROLTOTAL Movers ",81119,227698
,,
"* All figures are preliminary and subject to change.",,
