"Moving Violations",,
"70th Precinct",,
"   March ",,
070sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",7,26
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",108,299
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",144,351
"Disobey Traffic Control Device",306,850
"Equipment (Other)",23,42
"Fail to Keep Right",0,0
"Fail to Signal",7,9
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,1
"Improper Lights",0,0
"Improper Passing",11,51
"Improper Turn",201,619
"Improper/Missing Plates",0,6
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",229,593
"Not Giving R of W to Veh.",14,26
"OBSTRUCTED PLATE",8,25
"One Way Street",0,2
"Pavement Markings",2,8
"Safety Belt",194,462
"School Bus, Passing Stopped",2,2
Speeding,75,261
Spillback,4,11
"Tinted Windows",112,420
"Truck Routes",1,2
U-Turn,12,32
Uninspected,8,11
Uninsured,72,248
"Unlicensed Operator",170,483
Unregistered,21,61
"Unsafe Lane Change",31,118
"Other Movers",159,368
"070TOTAL Movers ",1921,5387
,,
"* All figures are preliminary and subject to change.",,
