"Moving Violations",,
"120th Precinct",,
"   March ",,
120sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,6
"Brake Lights (Defect.or Improper)",17,49
"Bus Lane, Driving in",0,0
"Cell Phone",84,174
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",127,312
"Disobey Traffic Control Device",228,478
"Equipment (Other)",4,14
"Fail to Keep Right",0,0
"Fail to Signal",55,155
"Following Too Closely",2,7
"Headlights (Defect. or Improper)",31,68
"Improper Lights",0,0
"Improper Passing",9,23
"Improper Turn",10,13
"Improper/Missing Plates",5,14
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",42,85
"Not Giving R of W to Veh.",9,24
"OBSTRUCTED PLATE",11,36
"One Way Street",2,4
"Pavement Markings",0,19
"Safety Belt",101,211
"School Bus, Passing Stopped",17,30
Speeding,153,367
Spillback,0,0
"Tinted Windows",161,366
"Truck Routes",0,0
U-Turn,0,0
Uninspected,6,18
Uninsured,48,115
"Unlicensed Operator",137,363
Unregistered,16,32
"Unsafe Lane Change",0,8
"Other Movers",112,275
"120TOTAL Movers ",1391,3266
,,
"* All figures are preliminary and subject to change.",,
