"Moving Violations",,
"73rd Precinct",,
"   March ",,
073sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,8
"Brake Lights (Defect.or Improper)",9,31
"Bus Lane, Driving in",0,0
"Cell Phone",58,153
"Commercial Veh on Pkwy",2,9
"Defective Brakes",0,0
"Disobey Steady Red Signal",122,432
"Disobey Traffic Control Device",352,1074
"Equipment (Other)",8,28
"Fail to Keep Right",0,0
"Fail to Signal",35,124
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",14,59
"Improper Lights",2,6
"Improper Passing",2,5
"Improper Turn",137,316
"Improper/Missing Plates",13,31
"Lamps and Other Equipment on Bicycle",1,1
"Not Giving R of W to Pedes.",31,118
"Not Giving R of W to Veh.",10,20
"OBSTRUCTED PLATE",0,0
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",60,183
"School Bus, Passing Stopped",4,10
Speeding,54,127
Spillback,4,4
"Tinted Windows",252,687
"Truck Routes",0,1
U-Turn,1,5
Uninspected,9,18
Uninsured,39,153
"Unlicensed Operator",81,259
Unregistered,11,44
"Unsafe Lane Change",1,1
"Other Movers",180,475
"073TOTAL Movers ",1497,4383
,,
"* All figures are preliminary and subject to change.",,
