"Moving Violations",,
Bronx,,
"   March ",,
pbbxsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",28,73
"Brake Lights (Defect.or Improper)",293,899
"Bus Lane, Driving in",11,22
"Cell Phone",875,2167
"Commercial Veh on Pkwy",5,13
"Defective Brakes",0,3
"Disobey Steady Red Signal",658,1842
"Disobey Traffic Control Device",2214,6315
"Equipment (Other)",38,113
"Fail to Keep Right",5,6
"Fail to Signal",159,659
"Following Too Closely",5,14
"Headlights (Defect. or Improper)",236,815
"Improper Lights",5,46
"Improper Passing",25,82
"Improper Turn",1342,3625
"Improper/Missing Plates",40,161
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",658,1904
"Not Giving R of W to Veh.",38,130
"OBSTRUCTED PLATE",103,315
"One Way Street",14,46
"Pavement Markings",135,357
"Safety Belt",554,1607
"School Bus, Passing Stopped",58,161
Speeding,1003,3321
Spillback,16,53
"Tinted Windows",1384,4554
"Truck Routes",8,38
U-Turn,45,114
Uninspected,39,151
Uninsured,461,1427
"Unlicensed Operator",826,2366
Unregistered,244,728
"Unsafe Lane Change",64,275
"Other Movers",708,1692
"PBBXTOTAL Movers ",12297,36094
,,
"* All figures are preliminary and subject to change.",,
