"Moving Violations",,
"41st Precinct",,
"   March ",,
041sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",5,9
"Brake Lights (Defect.or Improper)",13,34
"Bus Lane, Driving in",0,0
"Cell Phone",37,88
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",78,164
"Disobey Traffic Control Device",262,813
"Equipment (Other)",0,3
"Fail to Keep Right",0,0
"Fail to Signal",6,12
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",12,34
"Improper Lights",0,0
"Improper Passing",0,7
"Improper Turn",52,204
"Improper/Missing Plates",1,5
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",67,125
"Not Giving R of W to Veh.",0,3
"OBSTRUCTED PLATE",2,4
"One Way Street",0,2
"Pavement Markings",8,14
"Safety Belt",56,122
"School Bus, Passing Stopped",5,11
Speeding,83,347
Spillback,3,7
"Tinted Windows",141,400
"Truck Routes",3,8
U-Turn,9,19
Uninspected,1,2
Uninsured,33,92
"Unlicensed Operator",54,150
Unregistered,18,52
"Unsafe Lane Change",0,1
"Other Movers",50,102
"041TOTAL Movers ",999,2834
,,
"* All figures are preliminary and subject to change.",,
