"Moving Violations",,
"106th Precinct",,
"   April ",,
106sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,7
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",32,166
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",135,414
"Disobey Traffic Control Device",183,749
"Equipment (Other)",0,2
"Fail to Keep Right",0,0
"Fail to Signal",0,0
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",0,0
"Improper Lights",8,38
"Improper Passing",4,15
"Improper Turn",200,816
"Improper/Missing Plates",6,52
"Not Giving R of W to Pedes.",6,75
"Not Giving R of W to Veh.",3,19
"One Way Street",5,10
"Pavement Markings",13,34
"Safety Belt",97,336
"School Bus, Passing Stopped",6,9
Speeding,38,174
Spillback,4,5
"Tinted Windows",37,261
"Truck Routes",3,21
U-Turn,0,0
Uninspected,8,64
Uninsured,116,380
"Unlicensed Operator",68,248
Unregistered,18,61
"Unsafe Lane Change",9,23
"Other Movers",55,212
"106TOTAL Movers ",1056,4193
,,
"* All figures are preliminary and subject to change.",,
