"Moving Violations",,
"113th Precinct",,
"   April ",,
113sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,3
"Brake Lights (Defect.or Improper)",11,39
"Bus Lane, Driving in",0,0
"Cell Phone",96,343
"Commercial Veh on Pkwy",2,2
"Defective Brakes",0,0
"Disobey Steady Red Signal",36,179
"Disobey Traffic Control Device",163,628
"Equipment (Other)",16,35
"Fail to Keep Right",0,0
"Fail to Signal",0,0
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",4,23
"Improper Lights",11,37
"Improper Passing",3,27
"Improper Turn",171,795
"Improper/Missing Plates",5,9
"Not Giving R of W to Pedes.",9,132
"Not Giving R of W to Veh.",3,10
"One Way Street",0,0
"Pavement Markings",13,65
"Safety Belt",88,294
"School Bus, Passing Stopped",0,3
Speeding,88,350
Spillback,0,2
"Tinted Windows",129,515
"Truck Routes",6,8
U-Turn,1,2
Uninspected,7,21
Uninsured,49,187
"Unlicensed Operator",128,486
Unregistered,20,87
"Unsafe Lane Change",0,1
"Other Movers",82,264
"113TOTAL Movers ",1143,4547
,,
"* All figures are preliminary and subject to change.",,
