"Moving Violations",,
"78th Precinct",,
"   April ",,
078sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,10
"Brake Lights (Defect.or Improper)",20,76
"Bus Lane, Driving in",0,0
"Cell Phone",78,304
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",48,246
"Disobey Traffic Control Device",206,785
"Equipment (Other)",9,40
"Fail to Keep Right",0,0
"Fail to Signal",13,86
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",3,43
"Improper Lights",0,1
"Improper Passing",3,6
"Improper Turn",11,85
"Improper/Missing Plates",1,3
"Not Giving R of W to Pedes.",17,169
"Not Giving R of W to Veh.",5,18
"One Way Street",1,2
"Pavement Markings",12,44
"Safety Belt",74,263
"School Bus, Passing Stopped",3,13
Speeding,28,112
Spillback,0,1
"Tinted Windows",63,267
"Truck Routes",22,22
U-Turn,6,41
Uninspected,0,0
Uninsured,20,154
"Unlicensed Operator",22,122
Unregistered,8,33
"Unsafe Lane Change",1,5
"Other Movers",16,86
"078TOTAL Movers ",691,3037
,,
"* All figures are preliminary and subject to change.",,
