"Moving Violations",,
"73rd Precinct",,
"   April ",,
073sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,11
"Brake Lights (Defect.or Improper)",20,83
"Bus Lane, Driving in",0,0
"Cell Phone",59,192
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",82,358
"Disobey Traffic Control Device",194,860
"Equipment (Other)",13,58
"Fail to Keep Right",1,1
"Fail to Signal",54,209
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",32,186
"Improper Lights",1,5
"Improper Passing",2,8
"Improper Turn",106,353
"Improper/Missing Plates",16,50
"Not Giving R of W to Pedes.",16,62
"Not Giving R of W to Veh.",101,369
"One Way Street",0,0
"Pavement Markings",16,98
"Safety Belt",54,166
"School Bus, Passing Stopped",4,12
Speeding,13,74
Spillback,2,7
"Tinted Windows",195,1084
"Truck Routes",0,2
U-Turn,3,5
Uninspected,6,47
Uninsured,102,464
"Unlicensed Operator",82,316
Unregistered,28,102
"Unsafe Lane Change",0,5
"Other Movers",85,382
"073TOTAL Movers ",1291,5572
,,
"* All figures are preliminary and subject to change.",,
