"Moving Violations",,
"42nd Precinct",,
"   April ",,
042sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",5,22
"Brake Lights (Defect.or Improper)",27,99
"Bus Lane, Driving in",0,0
"Cell Phone",45,159
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",113,381
"Disobey Traffic Control Device",150,547
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",0,3
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",23,142
"Improper Lights",4,27
"Improper Passing",1,6
"Improper Turn",143,596
"Improper/Missing Plates",0,12
"Not Giving R of W to Pedes.",26,94
"Not Giving R of W to Veh.",4,21
"One Way Street",0,0
"Pavement Markings",0,1
"Safety Belt",12,46
"School Bus, Passing Stopped",10,42
Speeding,54,154
Spillback,2,6
"Tinted Windows",149,692
"Truck Routes",0,4
U-Turn,0,0
Uninspected,1,12
Uninsured,28,135
"Unlicensed Operator",63,254
Unregistered,11,55
"Unsafe Lane Change",4,9
"Other Movers",11,42
"042TOTAL Movers ",886,3562
,,
"* All figures are preliminary and subject to change.",,
