"Moving Violations",,
"61st Precinct",,
"   April ",,
061sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",1,3
"Bus Lane, Driving in",0,0
"Cell Phone",89,540
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",9,51
"Disobey Traffic Control Device",68,290
"Equipment (Other)",7,10
"Fail to Keep Right",0,0
"Fail to Signal",4,23
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",3,12
"Improper Lights",1,2
"Improper Passing",1,7
"Improper Turn",5,31
"Improper/Missing Plates",12,42
"Not Giving R of W to Pedes.",38,178
"Not Giving R of W to Veh.",2,12
"One Way Street",4,7
"Pavement Markings",3,9
"Safety Belt",76,524
"School Bus, Passing Stopped",1,24
Speeding,35,176
Spillback,1,1
"Tinted Windows",50,260
"Truck Routes",0,0
U-Turn,0,4
Uninspected,2,5
Uninsured,8,48
"Unlicensed Operator",26,135
Unregistered,3,24
"Unsafe Lane Change",5,6
"Other Movers",4,27
"061TOTAL Movers ",459,2454
,,
"* All figures are preliminary and subject to change.",,
