"Moving Violations",,
"40th Precinct",,
"   April ",,
040sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,7
"Brake Lights (Defect.or Improper)",61,303
"Bus Lane, Driving in",0,0
"Cell Phone",47,196
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",50,220
"Disobey Traffic Control Device",216,772
"Equipment (Other)",26,89
"Fail to Keep Right",0,1
"Fail to Signal",6,18
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",36,266
"Improper Lights",0,0
"Improper Passing",2,6
"Improper Turn",59,384
"Improper/Missing Plates",6,29
"Not Giving R of W to Pedes.",89,288
"Not Giving R of W to Veh.",2,12
"One Way Street",0,8
"Pavement Markings",13,31
"Safety Belt",63,151
"School Bus, Passing Stopped",3,12
Speeding,71,327
Spillback,2,5
"Tinted Windows",39,287
"Truck Routes",0,0
U-Turn,4,15
Uninspected,2,7
Uninsured,79,273
"Unlicensed Operator",77,255
Unregistered,23,69
"Unsafe Lane Change",4,7
"Other Movers",21,76
"040TOTAL Movers ",1005,4115
,,
"* All figures are preliminary and subject to change.",,
