"Moving Violations",,
"104th Precinct",,
"   April ",,
104sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,5
"Brake Lights (Defect.or Improper)",0,1
"Bus Lane, Driving in",0,2
"Cell Phone",80,336
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",50,245
"Disobey Traffic Control Device",132,626
"Equipment (Other)",17,26
"Fail to Keep Right",0,0
"Fail to Signal",30,77
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",0,1
"Improper Lights",0,0
"Improper Passing",5,22
"Improper Turn",31,109
"Improper/Missing Plates",11,31
"Not Giving R of W to Pedes.",54,263
"Not Giving R of W to Veh.",3,20
"One Way Street",0,3
"Pavement Markings",0,0
"Safety Belt",112,386
"School Bus, Passing Stopped",6,14
Speeding,109,353
Spillback,1,3
"Tinted Windows",111,383
"Truck Routes",1,47
U-Turn,0,1
Uninspected,6,10
Uninsured,14,36
"Unlicensed Operator",99,291
Unregistered,15,50
"Unsafe Lane Change",2,3
"Other Movers",99,351
"104TOTAL Movers ",990,3697
,,
"* All figures are preliminary and subject to change.",,
