"Moving Violations",,
"46th Precinct",,
"   April ",,
046sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,9
"Brake Lights (Defect.or Improper)",14,48
"Bus Lane, Driving in",2,4
"Cell Phone",50,172
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",59,244
"Disobey Traffic Control Device",135,718
"Equipment (Other)",16,22
"Fail to Keep Right",0,0
"Fail to Signal",29,102
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",10,58
"Improper Lights",0,0
"Improper Passing",0,4
"Improper Turn",93,430
"Improper/Missing Plates",0,6
"Not Giving R of W to Pedes.",44,126
"Not Giving R of W to Veh.",2,9
"One Way Street",0,0
"Pavement Markings",8,29
"Safety Belt",53,168
"School Bus, Passing Stopped",11,41
Speeding,83,296
Spillback,0,0
"Tinted Windows",260,1082
"Truck Routes",0,0
U-Turn,3,21
Uninspected,2,4
Uninsured,66,296
"Unlicensed Operator",62,284
Unregistered,25,86
"Unsafe Lane Change",3,18
"Other Movers",64,354
"046TOTAL Movers ",1095,4632
,,
"* All figures are preliminary and subject to change.",,
