"Moving Violations",,
"Transportation Bureau",,
" January ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",10,10
"Bike Lane",1,1
"Bus Lane",253,253
"Cell Phone",375,375
"Commercial Veh on Pkwy",294,294
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",2701,2701
"Driving Too Slow",1,1
Equipment,1022,1022
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",1,1
"Fail to yield Right of Way to Pedestrian",96,96
"Failure to Signal",464,464
"Following Too Closely",94,94
"Improper Passing",39,39
"Improper Taxi Pickup",267,267
"Improper Turn",885,885
"Improper/Missing Plates",9,9
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",4,4
"Not Giving R of W to Veh.",25,25
"Obstructed Plate",115,115
"One Way Street",91,91
Overheight,1,1
Overlength,18,18
Overweight,89,89
Overwidth,12,12
"Pavement Markings",5,5
"Red Light",244,244
"School Bus",7,7
"Scooter In NYC",0,0
"Seat Belt",1232,1232
Speeding,7916,7916
Spillback,744,744
"TBTA Rule",0,0
Tints,1609,1609
"TLC (Other)",0,0
"Truck Route",57,57
Uninspected,153,153
Uninsured,153,153
"Unlicensed Operator",632,632
Unregistered,201,201
"Unsafe Lane Change",225,225
"Other Movers",1556,1556
"TCDTOTAL Movers ",21601,21601
"* All figures are preliminary and subject to change.",,
