"Moving Violations",,
"61st Precinct",,
September,,
061sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,3
"Brake Lights (Defect.or Improper)",7,17
"Bus Lane, Driving in",0,0
"Cell Phone",114,1258
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",6,103
"Disobey Traffic Control Device",59,697
"Equipment (Other)",1,20
"Fail to Keep Right",0,0
"Fail to Signal",11,68
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,16
"Improper Lights",0,3
"Improper Passing",3,26
"Improper Turn",18,114
"Improper/Missing Plates",2,60
"Not Giving R of W to Pedes.",34,404
"Not Giving R of W to Veh.",2,22
"OBSTRUCTED PLATE",4,20
"One Way Street",3,10
"Pavement Markings",2,27
"Safety Belt",160,1517
"School Bus, Passing Stopped",2,28
Speeding,34,382
Spillback,1,3
"Tinted Windows",73,597
"Truck Routes",0,0
U-Turn,0,8
Uninspected,0,6
Uninsured,11,99
"Unlicensed Operator",31,293
Unregistered,6,55
"Unsafe Lane Change",0,9
"Other Movers",10,92
"061TOTAL Movers ",594,5958
,,
"* All figures are preliminary and subject to change.",,
