"Moving Violations",,
"72nd Precinct",,
September,,
072sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",3,20
"Brake Lights (Defect.or Improper)",2,8
"Bus Lane, Driving in",0,0
"Cell Phone",112,514
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",116,900
"Disobey Traffic Control Device",284,1718
"Equipment (Other)",10,50
"Fail to Keep Right",0,0
"Fail to Signal",9,196
"Following Too Closely",0,16
"Headlights (Defect. or Improper)",0,4
"Improper Lights",0,0
"Improper Passing",6,47
"Improper Turn",71,327
"Improper/Missing Plates",1,97
"Not Giving R of W to Pedes.",52,478
"Not Giving R of W to Veh.",23,137
"OBSTRUCTED PLATE",2,16
"One Way Street",6,35
"Pavement Markings",86,537
"Safety Belt",140,646
"School Bus, Passing Stopped",7,38
Speeding,34,413
Spillback,1,16
"Tinted Windows",77,544
"Truck Routes",18,34
U-Turn,8,74
Uninspected,1,6
Uninsured,8,91
"Unlicensed Operator",65,522
Unregistered,9,115
"Unsafe Lane Change",0,49
"Other Movers",77,427
"072TOTAL Movers ",1228,8075
,,
"* All figures are preliminary and subject to change.",,
