"Moving Violations",,
"Transportation Bureau",,
September,,
cotsum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",13,77
"Brake Lights (Defect.or Improper)",19,784
"Bus Lane, Driving in",25,1181
"Cell Phone",373,4520
"Commercial Veh on Pkwy",169,1136
"Defective Brakes",44,76
"Disobey Steady Red Signal",252,3373
"Disobey Traffic Control Device",1214,18048
"Equipment (Other)",500,7725
"Fail to Keep Right",2,53
"Fail to Signal",192,1938
"Following Too Closely",27,375
"Headlights (Defect. or Improper)",14,296
"Improper Lights",4,74
"Improper Passing",64,695
"Improper Turn",243,3311
"Improper/Missing Plates",37,640
"Not Giving R of W to Pedes.",112,1462
"Not Giving R of W to Veh.",26,141
"OBSTRUCTED PLATE",31,135
"One Way Street",109,416
"Pavement Markings",303,2587
"Safety Belt",309,4492
"School Bus, Passing Stopped",8,385
Speeding,5674,59728
Spillback,6,154
"Tinted Windows",322,5274
"Truck Routes",35,586
U-Turn,0,22
Uninspected,73,864
Uninsured,86,1162
"Unlicensed Operator",447,3942
Unregistered,101,1142
"Unsafe Lane Change",103,847
"Other Movers",1544,18672
"TCDTOTAL Movers ",12481,146313
"* Transportation Bureau is a citywide unit whose activity is not tracked by Precinct.",,
"* All figures are preliminary and subject to change.",,
