"Moving Violations",,
"41st Precinct",,
September,,
041sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,22
"Brake Lights (Defect.or Improper)",4,76
"Bus Lane, Driving in",0,1
"Cell Phone",35,257
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",34,418
"Disobey Traffic Control Device",228,2104
"Equipment (Other)",6,42
"Fail to Keep Right",0,0
"Fail to Signal",9,63
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",6,115
"Improper Lights",0,2
"Improper Passing",0,6
"Improper Turn",94,732
"Improper/Missing Plates",7,68
"Not Giving R of W to Pedes.",49,390
"Not Giving R of W to Veh.",2,8
"OBSTRUCTED PLATE",2,7
"One Way Street",6,33
"Pavement Markings",6,78
"Safety Belt",51,510
"School Bus, Passing Stopped",11,52
Speeding,93,869
Spillback,13,96
"Tinted Windows",112,1202
"Truck Routes",11,258
U-Turn,6,62
Uninspected,0,16
Uninsured,25,371
"Unlicensed Operator",29,397
Unregistered,12,161
"Unsafe Lane Change",1,10
"Other Movers",19,269
"041TOTAL Movers ",872,8697
,,
"* All figures are preliminary and subject to change.",,
