"Moving Violations",,
"120th Precinct",,
September,,
120sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,7
"Brake Lights (Defect.or Improper)",19,209
"Bus Lane, Driving in",0,2
"Cell Phone",75,639
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",100,818
"Disobey Traffic Control Device",143,1615
"Equipment (Other)",3,31
"Fail to Keep Right",0,0
"Fail to Signal",52,388
"Following Too Closely",3,14
"Headlights (Defect. or Improper)",44,249
"Improper Lights",0,1
"Improper Passing",9,86
"Improper Turn",3,87
"Improper/Missing Plates",1,81
"Not Giving R of W to Pedes.",32,272
"Not Giving R of W to Veh.",5,47
"OBSTRUCTED PLATE",11,75
"One Way Street",2,21
"Pavement Markings",1,6
"Safety Belt",68,771
"School Bus, Passing Stopped",11,89
Speeding,95,833
Spillback,0,0
"Tinted Windows",51,589
"Truck Routes",0,1
U-Turn,0,1
Uninspected,0,16
Uninsured,42,415
"Unlicensed Operator",118,1073
Unregistered,13,123
"Unsafe Lane Change",2,18
"Other Movers",79,840
"120TOTAL Movers ",983,9417
,,
"* All figures are preliminary and subject to change.",,
