"Moving Violations",,
"Brooklyn North",,
"     May ",,
"Offense Description","MTD 2019","YTD 2019"
"Backing Unsafely",7,33
"Bike Lane",12,52
"Bus Lane",11,122
"Cell Phone",281,1442
"Commercial Veh on Pkwy",3,24
"Cruising For Passengers",1,3
"Disobey Traffic Control Device",2270,11601
"Driving Too Slow",0,1
Equipment,267,1391
"Equipment (Other)",1,3
"Excessive Noise",0,0
"Fail to Keep Right",1,5
"Fail to yield Right of Way to Pedestrian",354,2252
"Failure to Signal",235,1145
"Failure to yield Right of Way to Vehicle",1,2
"Following Too Closely",2,11
"Improper Passing",75,192
"Improper Taxi Pickup",0,3
"Improper Turn",560,2634
"Improper/Missing Plates",8,36
"Lamps and Other Equipment on Bicycle",0,1
"Motorcycle (Other)",23,73
"Not Giving R of W to Veh.",7,42
"Obstructed Plate",64,322
"One Way Street",65,330
Overheight,0,0
Overlength,0,0
Overweight,0,1
Overwidth,0,0
"Pavement Markings",0,9
"Red Light",856,4960
"School Bus",24,50
"Scooter In NYC",0,3
"Seat Belt",888,3171
Speeding,408,2621
Spillback,4,30
"TBTA Rule",0,0
Tints,380,2640
"TLC (Other)",0,0
"Truck Route",61,169
Uninspected,35,115
Uninsured,147,645
"Unlicensed Operator",542,2745
Unregistered,124,568
"Unsafe Lane Change",9,55
"Other Movers",842,4456
"PBBNTOTAL Movers ",8568,43958
"* All figures are preliminary and subject to change.",,
