"Moving Violations",,
"115th Precinct",,
"  August ",,
115sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",2,19
"Brake Lights (Defect.or Improper)",0,1
"Bus Lane, Driving in",0,0
"Cell Phone",117,712
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",125,1291
"Equipment (Other)",10,152
"Fail to Keep Right",0,0
"Fail to Signal",16,182
"Fail to Stop on Signal",108,657
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",0,8
"Improper Lights",75,1020
"Improper Passing",2,40
"Improper Turn",115,901
"Improper/Missing Plates",6,80
"Not Giving R of W to Pedes.",45,460
"Not Giving R of W to Veh.",3,23
"One Way Street",5,43
"Pavement Markings",1,59
"Safety Belt",219,1782
"School Bus, Passing Stopped",0,18
Speeding,26,196
Spillback,3,16
"Tinted Windows",50,1027
"Truck Routes",8,130
U-Turn,0,8
Uninspected,13,244
Uninsured,130,1949
"Unlicensed Operator",290,3305
Unregistered,18,229
"Unsafe Lane Change",0,2
"Other Movers",97,767
"115    TOTAL Movers ",1485,15323
"* All figures are preliminary and subject to change.",,
