"Moving Violations",,
"75th Precinct",,
"  August ",,
075sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",5,39
"Brake Lights (Defect.or Improper)",7,219
"Bus Lane, Driving in",0,0
"Cell Phone",70,1039
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",115,860
"Equipment (Other)",7,40
"Fail to Keep Right",3,5
"Fail to Signal",30,346
"Fail to Stop on Signal",85,614
"Following Too Closely",0,14
"Headlights (Defect. or Improper)",1,216
"Improper Lights",0,4
"Improper Passing",8,62
"Improper Turn",78,467
"Improper/Missing Plates",2,36
"Not Giving R of W to Pedes.",20,235
"Not Giving R of W to Veh.",5,47
"One Way Street",10,20
"Pavement Markings",59,633
"Safety Belt",158,2125
"School Bus, Passing Stopped",0,21
Speeding,25,263
Spillback,2,27
"Tinted Windows",149,2072
"Truck Routes",0,12
U-Turn,0,16
Uninspected,14,194
Uninsured,100,795
"Unlicensed Operator",108,1050
Unregistered,29,346
"Unsafe Lane Change",2,25
"Other Movers",370,2846
"075    TOTAL Movers ",1462,14688
"* All figures are preliminary and subject to change.",,
