106th Precinct,,
  August ,,
106sum,,
"",MTD   2014,YTD   2014
Backing Unsafely,0,8
Brake Lights (Defect.or Improper),0,1
"Bus Lane, Driving in",0,0
Cell Phone,50,489
Commercial Veh on Pkwy,0,0
Defective Brakes,0,9
Disobey Sign,103,777
Equipment (Other),0,0
Fail to Keep Right,0,0
Fail to Signal,0,6
Fail to Stop on Signal,140,808
Following Too Closely,0,2
Headlights (Defect. or Improper),0,5
Improper Lights,14,211
Improper Passing,4,18
Improper Turn,133,1192
Improper/Missing Plates,0,2
Not Giving R of W to Pedes.,17,165
Not Giving R of W to Veh.,5,54
One Way Street,28,36
Pavement Markings,7,89
Safety Belt,168,1101
"School Bus, Passing Stopped",0,10
Speeding,10,205
Spillback,3,11
Tinted Windows,43,571
Truck Routes,12,84
U-Turn,0,0
Uninspected,7,58
Uninsured,88,881
Unlicensed Operator,51,447
Unregistered,9,96
Unsafe Lane Change,0,12
Other Movers,80,347
106    TOTAL Movers ,972,7695
