"Moving Violations",,
"44th Precinct",,
"  August ",,
044sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",7,44
"Brake Lights (Defect.or Improper)",19,246
"Bus Lane, Driving in",2,3
"Cell Phone",76,518
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",117,1185
"Equipment (Other)",15,86
"Fail to Keep Right",0,0
"Fail to Signal",13,94
"Fail to Stop on Signal",58,318
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",13,292
"Improper Lights",0,0
"Improper Passing",0,2
"Improper Turn",17,83
"Improper/Missing Plates",5,58
"Not Giving R of W to Pedes.",12,150
"Not Giving R of W to Veh.",6,28
"One Way Street",4,28
"Pavement Markings",40,190
"Safety Belt",95,1046
"School Bus, Passing Stopped",0,25
Speeding,112,620
Spillback,0,31
"Tinted Windows",32,478
"Truck Routes",0,17
U-Turn,6,42
Uninspected,8,52
Uninsured,27,288
"Unlicensed Operator",53,487
Unregistered,16,180
"Unsafe Lane Change",0,9
"Other Movers",19,152
"044    TOTAL Movers ",772,6754
"* All figures are preliminary and subject to change.",,
