"Moving Violations",,
"50th Precinct",,
"  August ",,
050sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",8,83
"Bus Lane, Driving in",0,0
"Cell Phone",48,450
"Commercial Veh on Pkwy",1,2
"Defective Brakes",0,0
"Disobey Sign",121,1441
"Equipment (Other)",2,8
"Fail to Keep Right",0,4
"Fail to Signal",2,24
"Fail to Stop on Signal",17,106
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",3,91
"Improper Lights",0,0
"Improper Passing",0,1
"Improper Turn",46,530
"Improper/Missing Plates",0,4
"Not Giving R of W to Pedes.",11,201
"Not Giving R of W to Veh.",3,5
"One Way Street",1,9
"Pavement Markings",1,10
"Safety Belt",29,297
"School Bus, Passing Stopped",0,14
Speeding,42,264
Spillback,0,2
"Tinted Windows",69,570
"Truck Routes",0,0
U-Turn,0,11
Uninspected,0,3
Uninsured,13,122
"Unlicensed Operator",16,135
Unregistered,9,55
"Unsafe Lane Change",1,16
"Other Movers",17,165
"050    TOTAL Movers ",460,4629
"* All figures are preliminary and subject to change.",,
