"Moving Violations",,
"94th Precinct",,
"  August ",,
094sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,7
"Brake Lights (Defect.or Improper)",1,52
"Bus Lane, Driving in",0,1
"Cell Phone",43,599
"Commercial Veh on Pkwy",4,4
"Defective Brakes",3,4
"Disobey Sign",78,986
"Equipment (Other)",13,65
"Fail to Keep Right",1,2
"Fail to Signal",1,50
"Fail to Stop on Signal",37,598
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",12,131
"Improper Lights",0,0
"Improper Passing",0,27
"Improper Turn",16,278
"Improper/Missing Plates",1,9
"Not Giving R of W to Pedes.",8,88
"Not Giving R of W to Veh.",2,48
"One Way Street",4,76
"Pavement Markings",2,60
"Safety Belt",60,628
"School Bus, Passing Stopped",0,5
Speeding,39,537
Spillback,0,7
"Tinted Windows",27,264
"Truck Routes",5,53
U-Turn,1,7
Uninspected,3,34
Uninsured,27,231
"Unlicensed Operator",32,276
Unregistered,4,60
"Unsafe Lane Change",0,3
"Other Movers",40,546
"094    TOTAL Movers ",466,5738
"* All figures are preliminary and subject to change.",,
