"Moving Violations",,
"Brooklyn North",,
"     May ",,
pbbnsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",20,87
"Brake Lights (Defect.or Improper)",137,679
"Bus Lane, Driving in",0,6
"Cell Phone",894,3995
"Commercial Veh on Pkwy",6,19
"Defective Brakes",1,23
"Disobey Steady Red Signal",1112,5439
"Disobey Traffic Control Device",2112,12300
"Equipment (Other)",69,225
"Fail to Keep Right",3,20
"Fail to Signal",211,1103
"Following Too Closely",9,19
"Headlights (Defect. or Improper)",111,736
"Improper Lights",2,25
"Improper Passing",49,182
"Improper Turn",825,3794
"Improper/Missing Plates",50,247
"Lamps and Other Equipment on Bicycle",10,34
"Not Giving R of W to Pedes.",361,2065
"Not Giving R of W to Veh.",39,138
"OBSTRUCTED PLATE",56,263
"One Way Street",120,498
"Pavement Markings",59,289
"Safety Belt",1485,5047
"School Bus, Passing Stopped",34,157
Speeding,473,3289
Spillback,14,62
"Tinted Windows",629,4585
"Truck Routes",40,99
U-Turn,16,89
Uninspected,35,168
Uninsured,250,1537
"Unlicensed Operator",663,3242
Unregistered,181,747
"Unsafe Lane Change",11,63
"Other Movers",1083,4890
"PBBNTOTAL Movers ",11170,56161
,,
"* All figures are preliminary and subject to change.",,
