"Moving Violations",,
"123rd Precinct",,
"     May ",,
123sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,4
"Brake Lights (Defect.or Improper)",1,7
"Bus Lane, Driving in",0,0
"Cell Phone",140,489
"Commercial Veh on Pkwy",1,2
"Defective Brakes",0,0
"Disobey Steady Red Signal",59,263
"Disobey Traffic Control Device",171,637
"Equipment (Other)",4,10
"Fail to Keep Right",0,3
"Fail to Signal",105,378
"Following Too Closely",3,35
"Headlights (Defect. or Improper)",12,73
"Improper Lights",0,3
"Improper Passing",3,21
"Improper Turn",13,49
"Improper/Missing Plates",3,39
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",18,56
"Not Giving R of W to Veh.",10,67
"OBSTRUCTED PLATE",16,69
"One Way Street",4,8
"Pavement Markings",79,263
"Safety Belt",314,694
"School Bus, Passing Stopped",3,30
Speeding,81,1211
Spillback,2,3
"Tinted Windows",49,383
"Truck Routes",0,0
U-Turn,7,36
Uninspected,15,80
Uninsured,53,233
"Unlicensed Operator",77,353
Unregistered,26,93
"Unsafe Lane Change",3,15
"Other Movers",91,315
"123TOTAL Movers ",1365,5922
,,
"* All figures are preliminary and subject to change.",,
