"Moving Violations",,
"94th Precinct",,
"     May ",,
094sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,5
"Brake Lights (Defect.or Improper)",6,36
"Bus Lane, Driving in",0,0
"Cell Phone",56,255
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,1
"Disobey Steady Red Signal",106,386
"Disobey Traffic Control Device",128,725
"Equipment (Other)",3,15
"Fail to Keep Right",1,6
"Fail to Signal",23,74
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",4,24
"Improper Lights",0,0
"Improper Passing",6,9
"Improper Turn",44,155
"Improper/Missing Plates",1,14
"Lamps and Other Equipment on Bicycle",1,3
"Not Giving R of W to Pedes.",8,53
"Not Giving R of W to Veh.",1,13
"OBSTRUCTED PLATE",10,31
"One Way Street",0,7
"Pavement Markings",4,13
"Safety Belt",135,380
"School Bus, Passing Stopped",0,2
Speeding,45,367
Spillback,0,0
"Tinted Windows",59,322
"Truck Routes",20,26
U-Turn,0,2
Uninspected,11,42
Uninsured,18,92
"Unlicensed Operator",39,162
Unregistered,22,61
"Unsafe Lane Change",2,2
"Other Movers",99,315
"094TOTAL Movers ",855,3599
,,
"* All figures are preliminary and subject to change.",,
