"Moving Violations",,
"67th Precinct",,
"     May ",,
067sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",3,23
"Bus Lane, Driving in",2,5
"Cell Phone",37,222
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",48,341
"Disobey Traffic Control Device",156,657
"Equipment (Other)",0,1
"Fail to Keep Right",0,2
"Fail to Signal",33,168
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",9,46
"Improper Lights",0,1
"Improper Passing",10,35
"Improper Turn",57,333
"Improper/Missing Plates",27,139
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",76,402
"Not Giving R of W to Veh.",25,93
"OBSTRUCTED PLATE",5,20
"One Way Street",0,6
"Pavement Markings",10,64
"Safety Belt",96,399
"School Bus, Passing Stopped",6,22
Speeding,76,598
Spillback,0,12
"Tinted Windows",226,1410
"Truck Routes",5,9
U-Turn,5,52
Uninspected,10,97
Uninsured,22,104
"Unlicensed Operator",143,645
Unregistered,23,114
"Unsafe Lane Change",0,13
"Other Movers",85,389
"067TOTAL Movers ",1195,6424
,,
"* All figures are preliminary and subject to change.",,
