"Moving Violations",,
"Transportation Bureau",,
"     May ",,
cotsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",16,50
"Brake Lights (Defect.or Improper)",88,346
"Bus Lane, Driving in",97,565
"Cell Phone",461,2387
"Commercial Veh on Pkwy",180,710
"Defective Brakes",7,67
"Disobey Steady Red Signal",200,1471
"Disobey Traffic Control Device",1200,8614
"Equipment (Other)",786,3483
"Fail to Keep Right",1,36
"Fail to Signal",184,1101
"Following Too Closely",49,309
"Headlights (Defect. or Improper)",4,113
"Improper Lights",8,70
"Improper Passing",100,289
"Improper Turn",350,2081
"Improper/Missing Plates",18,219
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",40,772
"Not Giving R of W to Veh.",18,147
"OBSTRUCTED PLATE",94,297
"One Way Street",124,482
"Pavement Markings",365,1654
"Safety Belt",1121,2436
"School Bus, Passing Stopped",18,407
Speeding,7234,40460
Spillback,22,112
"Tinted Windows",485,2973
"Truck Routes",82,614
U-Turn,1,15
Uninspected,80,379
Uninsured,96,510
"Unlicensed Operator",456,2272
Unregistered,139,615
"Unsafe Lane Change",109,551
"Other Movers",2190,10380
"TCDTOTAL Movers ",16423,86987
"* Transportation Bureau is a citywide unit whose activity is not tracked by Precinct.",,
"* All figures are preliminary and subject to change.",,
