"Moving Violations",,
"41st Precinct",,
"    July ",,
041sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,19
"Brake Lights (Defect.or Improper)",6,66
"Bus Lane, Driving in",0,1
"Cell Phone",21,180
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",37,343
"Disobey Traffic Control Device",230,1622
"Equipment (Other)",2,32
"Fail to Keep Right",0,0
"Fail to Signal",11,46
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",7,101
"Improper Lights",0,2
"Improper Passing",0,4
"Improper Turn",71,551
"Improper/Missing Plates",1,55
"Not Giving R of W to Pedes.",8,265
"Not Giving R of W to Veh.",0,5
"OBSTRUCTED PLATE",2,3
"One Way Street",6,23
"Pavement Markings",11,64
"Safety Belt",59,361
"School Bus, Passing Stopped",0,40
Speeding,94,645
Spillback,7,75
"Tinted Windows",113,927
"Truck Routes",11,228
U-Turn,6,53
Uninspected,1,14
Uninsured,32,308
"Unlicensed Operator",46,324
Unregistered,14,134
"Unsafe Lane Change",0,8
"Other Movers",30,208
"041TOTAL Movers ",827,6708
,,
"* All figures are preliminary and subject to change.",,
