"Moving Violations",,
"20th Precinct",,
"    July ",,
020sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",3,44
"Bus Lane, Driving in",0,0
"Cell Phone",78,759
"Commercial Veh on Pkwy",0,10
"Defective Brakes",0,0
"Disobey Steady Red Signal",60,452
"Disobey Traffic Control Device",201,1623
"Equipment (Other)",16,61
"Fail to Keep Right",0,0
"Fail to Signal",1,31
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",3,21
"Improper Lights",0,0
"Improper Passing",0,2
"Improper Turn",48,538
"Improper/Missing Plates",0,38
"Not Giving R of W to Pedes.",26,199
"Not Giving R of W to Veh.",0,7
"OBSTRUCTED PLATE",3,9
"One Way Street",13,67
"Pavement Markings",0,0
"Safety Belt",46,384
"School Bus, Passing Stopped",0,53
Speeding,30,166
Spillback,0,1
"Tinted Windows",8,118
"Truck Routes",5,34
U-Turn,6,41
Uninspected,1,15
Uninsured,5,51
"Unlicensed Operator",15,129
Unregistered,2,16
"Unsafe Lane Change",1,25
"Other Movers",36,298
"020TOTAL Movers ",607,5199
,,
"* All figures are preliminary and subject to change.",,
