Patrol Bureau,,
    July ,,
patrolsum,,
"","",""
Backing Unsafely,85,732
Brake Lights (Defect.or Improper),782,6538
"Bus Lane, Driving in",68,477
Cell Phone,5043,41085
Commercial Veh on Pkwy,46,206
Defective Brakes,13,40
Disobey Steady Red Signal,4342,31135
Disobey Traffic Control Device,12470,97935
Equipment (Other),466,2674
Fail to Keep Right,17,113
Fail to Signal,1494,12484
Following Too Closely,34,288
Headlights (Defect. or Improper),588,6402
Improper Lights,135,945
Improper Passing,233,1864
Improper Turn,5959,45364
Improper/Missing Plates,292,3620
Not Giving R of W to Pedes.,2876,22912
Not Giving R of W to Veh.,257,2321
OBSTRUCTED PLATE,199,567
One Way Street,332,2002
Pavement Markings,753,6121
Safety Belt,6721,44830
"School Bus, Passing Stopped",41,1932
Speeding,3351,26220
Spillback,144,1336
Tinted Windows,4493,43832
Truck Routes,189,1585
U-Turn,287,2140
Uninspected,186,1819
Uninsured,2071,16219
Unlicensed Operator,3886,29596
Unregistered,728,5977
Unsafe Lane Change,320,2919
Other Movers,4097,30072
PATROLTOTAL Movers ,62998,494302
