"Moving Violations",,
"13th Precinct",,
"    July ",,
013sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,6
"Brake Lights (Defect.or Improper)",4,24
"Bus Lane, Driving in",1,2
"Cell Phone",23,177
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",94,493
"Disobey Traffic Control Device",199,1452
"Equipment (Other)",1,4
"Fail to Keep Right",0,2
"Fail to Signal",3,42
"Following Too Closely",0,5
"Headlights (Defect. or Improper)",0,4
"Improper Lights",0,0
"Improper Passing",12,43
"Improper Turn",194,1253
"Improper/Missing Plates",3,7
"Not Giving R of W to Pedes.",46,311
"Not Giving R of W to Veh.",1,21
"OBSTRUCTED PLATE",0,2
"One Way Street",3,26
"Pavement Markings",0,4
"Safety Belt",11,74
"School Bus, Passing Stopped",0,1
Speeding,3,47
Spillback,32,227
"Tinted Windows",11,104
"Truck Routes",0,0
U-Turn,5,57
Uninspected,0,1
Uninsured,13,106
"Unlicensed Operator",12,98
Unregistered,0,27
"Unsafe Lane Change",9,77
"Other Movers",73,424
"013TOTAL Movers ",755,5121
,,
"* All figures are preliminary and subject to change.",,
