"Moving Violations",,
"122nd Precinct",,
"    July ",,
122sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,14
"Brake Lights (Defect.or Improper)",5,82
"Bus Lane, Driving in",1,8
"Cell Phone",92,714
"Commercial Veh on Pkwy",1,35
"Defective Brakes",1,3
"Disobey Steady Red Signal",33,220
"Disobey Traffic Control Device",276,1962
"Equipment (Other)",8,76
"Fail to Keep Right",2,2
"Fail to Signal",48,453
"Following Too Closely",2,16
"Headlights (Defect. or Improper)",0,43
"Improper Lights",0,0
"Improper Passing",2,18
"Improper Turn",4,62
"Improper/Missing Plates",17,139
"Not Giving R of W to Pedes.",22,229
"Not Giving R of W to Veh.",2,47
"OBSTRUCTED PLATE",5,14
"One Way Street",2,42
"Pavement Markings",24,251
"Safety Belt",152,890
"School Bus, Passing Stopped",0,28
Speeding,207,1001
Spillback,1,1
"Tinted Windows",80,628
"Truck Routes",0,20
U-Turn,12,98
Uninspected,10,75
Uninsured,71,434
"Unlicensed Operator",81,701
Unregistered,36,192
"Unsafe Lane Change",9,71
"Other Movers",106,912
"122TOTAL Movers ",1314,9481
,,
"* All figures are preliminary and subject to change.",,
