"Moving Violations",,
"50th Precinct",,
"    July ",,
050sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",4,49
"Bus Lane, Driving in",0,0
"Cell Phone",12,222
"Commercial Veh on Pkwy",7,14
"Defective Brakes",0,0
"Disobey Steady Red Signal",8,117
"Disobey Traffic Control Device",95,951
"Equipment (Other)",0,6
"Fail to Keep Right",0,2
"Fail to Signal",1,106
"Following Too Closely",0,5
"Headlights (Defect. or Improper)",6,75
"Improper Lights",6,8
"Improper Passing",3,7
"Improper Turn",47,275
"Improper/Missing Plates",5,46
"Not Giving R of W to Pedes.",28,277
"Not Giving R of W to Veh.",0,3
"OBSTRUCTED PLATE",0,0
"One Way Street",0,9
"Pavement Markings",2,15
"Safety Belt",47,527
"School Bus, Passing Stopped",0,28
Speeding,35,451
Spillback,0,0
"Tinted Windows",55,566
"Truck Routes",0,7
U-Turn,1,13
Uninspected,2,39
Uninsured,18,138
"Unlicensed Operator",15,244
Unregistered,2,39
"Unsafe Lane Change",2,24
"Other Movers",25,173
"050TOTAL Movers ",426,4438
,,
"* All figures are preliminary and subject to change.",,
