"Moving Violations",,
"6th Precinct",,
"    July ",,
006sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,17
"Brake Lights (Defect.or Improper)",3,33
"Bus Lane, Driving in",0,0
"Cell Phone",63,416
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",150,781
"Disobey Traffic Control Device",183,1195
"Equipment (Other)",0,0
"Fail to Keep Right",0,1
"Fail to Signal",33,517
"Following Too Closely",1,6
"Headlights (Defect. or Improper)",4,36
"Improper Lights",0,0
"Improper Passing",14,174
"Improper Turn",120,665
"Improper/Missing Plates",0,23
"Not Giving R of W to Pedes.",122,518
"Not Giving R of W to Veh.",1,8
"OBSTRUCTED PLATE",4,5
"One Way Street",19,50
"Pavement Markings",1,11
"Safety Belt",33,391
"School Bus, Passing Stopped",1,7
Speeding,26,94
Spillback,1,1
"Tinted Windows",9,103
"Truck Routes",0,0
U-Turn,1,9
Uninspected,0,3
Uninsured,6,61
"Unlicensed Operator",17,175
Unregistered,3,12
"Unsafe Lane Change",13,134
"Other Movers",47,231
"006TOTAL Movers ",879,5678
,,
"* All figures are preliminary and subject to change.",,
