"Moving Violations",,
"52nd Precinct",,
"    July ",,
052sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,8
"Brake Lights (Defect.or Improper)",49,328
"Bus Lane, Driving in",2,21
"Cell Phone",51,267
"Commercial Veh on Pkwy",3,4
"Defective Brakes",2,2
"Disobey Steady Red Signal",21,149
"Disobey Traffic Control Device",68,575
"Equipment (Other)",3,37
"Fail to Keep Right",0,0
"Fail to Signal",10,71
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",8,182
"Improper Lights",0,20
"Improper Passing",23,45
"Improper Turn",72,570
"Improper/Missing Plates",2,39
"Not Giving R of W to Pedes.",35,196
"Not Giving R of W to Veh.",1,15
"OBSTRUCTED PLATE",1,15
"One Way Street",0,0
"Pavement Markings",35,164
"Safety Belt",61,302
"School Bus, Passing Stopped",1,23
Speeding,39,459
Spillback,0,1
"Tinted Windows",86,1210
"Truck Routes",0,6
U-Turn,5,16
Uninspected,1,26
Uninsured,33,313
"Unlicensed Operator",47,339
Unregistered,10,99
"Unsafe Lane Change",1,12
"Other Movers",39,137
"052TOTAL Movers ",709,5651
,,
"* All figures are preliminary and subject to change.",,
