Brooklyn South,,
    July ,,
pbbssum,,
"","",""
Backing Unsafely,14,125
Brake Lights (Defect.or Improper),52,382
"Bus Lane, Driving in",8,63
Cell Phone,1036,7667
Commercial Veh on Pkwy,30,93
Defective Brakes,1,3
Disobey Steady Red Signal,740,4760
Disobey Traffic Control Device,1904,14199
Equipment (Other),28,288
Fail to Keep Right,0,13
Fail to Signal,259,1942
Following Too Closely,2,38
Headlights (Defect. or Improper),43,556
Improper Lights,1,23
Improper Passing,35,421
Improper Turn,416,4352
Improper/Missing Plates,51,739
Not Giving R of W to Pedes.,471,4685
Not Giving R of W to Veh.,49,491
OBSTRUCTED PLATE,32,107
One Way Street,40,199
Pavement Markings,171,1051
Safety Belt,1356,8856
"School Bus, Passing Stopped",4,348
Speeding,523,4326
Spillback,6,92
Tinted Windows,1357,10693
Truck Routes,62,308
U-Turn,80,361
Uninspected,29,265
Uninsured,298,2456
Unlicensed Operator,621,4620
Unregistered,119,973
Unsafe Lane Change,17,335
Other Movers,732,4804
PBBSTOTAL Movers ,10587,80634
