"Moving Violations",,
"123rd Precinct",,
"    July ",,
123sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",4,59
"Bus Lane, Driving in",0,0
"Cell Phone",53,568
"Commercial Veh on Pkwy",0,4
"Defective Brakes",1,1
"Disobey Steady Red Signal",56,324
"Disobey Traffic Control Device",162,721
"Equipment (Other)",7,36
"Fail to Keep Right",3,26
"Fail to Signal",97,373
"Following Too Closely",13,62
"Headlights (Defect. or Improper)",15,108
"Improper Lights",0,5
"Improper Passing",5,32
"Improper Turn",3,154
"Improper/Missing Plates",20,86
"Not Giving R of W to Pedes.",16,57
"Not Giving R of W to Veh.",21,56
"OBSTRUCTED PLATE",1,2
"One Way Street",1,7
"Pavement Markings",59,354
"Safety Belt",180,1096
"School Bus, Passing Stopped",0,8
Speeding,280,1305
Spillback,0,0
"Tinted Windows",86,586
"Truck Routes",0,0
U-Turn,4,24
Uninspected,12,68
Uninsured,63,303
"Unlicensed Operator",64,440
Unregistered,16,106
"Unsafe Lane Change",4,17
"Other Movers",72,438
"123TOTAL Movers ",1318,7430
,,
"* All figures are preliminary and subject to change.",,
