"Moving Violations",,
"73rd Precinct",,
"    July ",,
073sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,15
"Brake Lights (Defect.or Improper)",18,141
"Bus Lane, Driving in",0,0
"Cell Phone",37,327
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",80,561
"Disobey Traffic Control Device",171,1331
"Equipment (Other)",11,95
"Fail to Keep Right",0,4
"Fail to Signal",39,359
"Following Too Closely",1,4
"Headlights (Defect. or Improper)",19,250
"Improper Lights",6,13
"Improper Passing",3,20
"Improper Turn",87,622
"Improper/Missing Plates",15,86
"Not Giving R of W to Pedes.",52,175
"Not Giving R of W to Veh.",73,619
"OBSTRUCTED PLATE",0,4
"One Way Street",0,0
"Pavement Markings",5,160
"Safety Belt",61,402
"School Bus, Passing Stopped",1,14
Speeding,12,178
Spillback,2,12
"Tinted Windows",175,1496
"Truck Routes",0,3
U-Turn,0,7
Uninspected,4,66
Uninsured,108,725
"Unlicensed Operator",77,545
Unregistered,26,185
"Unsafe Lane Change",0,6
"Other Movers",74,633
"073TOTAL Movers ",1158,9058
,,
"* All figures are preliminary and subject to change.",,
