"Moving Violations",,
"66th Precinct",,
"    July ",,
066sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,3
"Brake Lights (Defect.or Improper)",0,3
"Bus Lane, Driving in",0,0
"Cell Phone",88,839
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",24,200
"Disobey Traffic Control Device",145,959
"Equipment (Other)",0,5
"Fail to Keep Right",0,0
"Fail to Signal",49,262
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",1,5
"Improper Lights",0,0
"Improper Passing",0,3
"Improper Turn",12,83
"Improper/Missing Plates",6,79
"Not Giving R of W to Pedes.",26,293
"Not Giving R of W to Veh.",0,3
"OBSTRUCTED PLATE",4,18
"One Way Street",0,0
"Pavement Markings",0,6
"Safety Belt",151,1098
"School Bus, Passing Stopped",2,48
Speeding,18,271
Spillback,0,0
"Tinted Windows",102,679
"Truck Routes",7,107
U-Turn,0,1
Uninspected,4,22
Uninsured,10,108
"Unlicensed Operator",36,244
Unregistered,9,49
"Unsafe Lane Change",1,2
"Other Movers",60,580
"066TOTAL Movers ",757,5973
,,
"* All figures are preliminary and subject to change.",,
