"Moving Violations",,
"61st Precinct",,
"    July ",,
061sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,3
"Brake Lights (Defect.or Improper)",3,10
"Bus Lane, Driving in",0,0
"Cell Phone",127,994
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",9,81
"Disobey Traffic Control Device",51,528
"Equipment (Other)",3,19
"Fail to Keep Right",0,0
"Fail to Signal",9,46
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,16
"Improper Lights",0,3
"Improper Passing",3,22
"Improper Turn",10,76
"Improper/Missing Plates",4,56
"Not Giving R of W to Pedes.",36,329
"Not Giving R of W to Veh.",2,19
"OBSTRUCTED PLATE",3,10
"One Way Street",0,7
"Pavement Markings",6,22
"Safety Belt",142,1152
"School Bus, Passing Stopped",0,25
Speeding,29,316
Spillback,0,1
"Tinted Windows",30,450
"Truck Routes",0,0
U-Turn,0,8
Uninspected,0,6
Uninsured,7,79
"Unlicensed Operator",19,226
Unregistered,4,47
"Unsafe Lane Change",1,9
"Other Movers",25,72
"061TOTAL Movers ",523,4633
,,
"* All figures are preliminary and subject to change.",,
