"Moving Violations",,
"113th Precinct",,
"    July ",,
113sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",17,98
"Bus Lane, Driving in",0,0
"Cell Phone",102,634
"Commercial Veh on Pkwy",1,6
"Defective Brakes",0,0
"Disobey Steady Red Signal",40,290
"Disobey Traffic Control Device",125,1035
"Equipment (Other)",5,58
"Fail to Keep Right",0,0
"Fail to Signal",0,0
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",1,35
"Improper Lights",14,57
"Improper Passing",5,43
"Improper Turn",258,1470
"Improper/Missing Plates",0,13
"Not Giving R of W to Pedes.",10,186
"Not Giving R of W to Veh.",2,14
"OBSTRUCTED PLATE",10,21
"One Way Street",0,0
"Pavement Markings",14,107
"Safety Belt",157,658
"School Bus, Passing Stopped",0,5
Speeding,85,589
Spillback,0,3
"Tinted Windows",84,818
"Truck Routes",0,9
U-Turn,0,8
Uninspected,3,30
Uninsured,33,275
"Unlicensed Operator",126,831
Unregistered,31,149
"Unsafe Lane Change",1,4
"Other Movers",59,505
"113TOTAL Movers ",1184,7956
,,
"* All figures are preliminary and subject to change.",,
