"Moving Violations",,
"70th Precinct",,
"    July ",,
070sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",3,26
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",109,827
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",67,538
"Disobey Traffic Control Device",197,1351
"Equipment (Other)",4,91
"Fail to Keep Right",0,0
"Fail to Signal",12,25
"Following Too Closely",0,7
"Headlights (Defect. or Improper)",1,11
"Improper Lights",0,2
"Improper Passing",6,69
"Improper Turn",88,1106
"Improper/Missing Plates",1,7
"Not Giving R of W to Pedes.",80,895
"Not Giving R of W to Veh.",3,47
"OBSTRUCTED PLATE",1,8
"One Way Street",2,6
"Pavement Markings",5,7
"Safety Belt",233,1330
"School Bus, Passing Stopped",0,27
Speeding,54,447
Spillback,0,11
"Tinted Windows",77,820
"Truck Routes",4,7
U-Turn,49,72
Uninspected,1,16
Uninsured,61,533
"Unlicensed Operator",78,612
Unregistered,9,110
"Unsafe Lane Change",4,200
"Other Movers",75,561
"070TOTAL Movers ",1224,9770
,,
"* All figures are preliminary and subject to change.",,
