"Moving Violations",,
"115th Precinct",,
"    July ",,
115sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,7
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",78,502
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",182,670
"Disobey Traffic Control Device",283,1956
"Equipment (Other)",1,44
"Fail to Keep Right",0,0
"Fail to Signal",6,94
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,1
"Improper Lights",28,200
"Improper Passing",3,24
"Improper Turn",53,366
"Improper/Missing Plates",1,35
"Not Giving R of W to Pedes.",43,317
"Not Giving R of W to Veh.",1,6
"OBSTRUCTED PLATE",0,2
"One Way Street",0,1
"Pavement Markings",10,86
"Safety Belt",134,844
"School Bus, Passing Stopped",0,19
Speeding,12,348
Spillback,0,12
"Tinted Windows",39,803
"Truck Routes",0,2
U-Turn,0,0
Uninspected,0,24
Uninsured,21,185
"Unlicensed Operator",131,1175
Unregistered,9,64
"Unsafe Lane Change",0,5
"Other Movers",54,426
"115TOTAL Movers ",1089,8219
,,
"* All figures are preliminary and subject to change.",,
