"Moving Violations",,
"67th Precinct",,
"October  ",,
067sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,2
"Brake Lights (Defect.or Improper)",1,31
"Bus Lane, Driving in",1,9
"Cell Phone",75,526
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",140,640
"Disobey Traffic Control Device",188,1255
"Equipment (Other)",0,4
"Fail to Keep Right",0,2
"Fail to Signal",31,260
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",3,65
"Improper Lights",0,1
"Improper Passing",6,52
"Improper Turn",92,668
"Improper/Missing Plates",5,201
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",78,704
"Not Giving R of W to Veh.",15,143
"OBSTRUCTED PLATE",2,39
"One Way Street",2,16
"Pavement Markings",9,104
"Safety Belt",103,814
"School Bus, Passing Stopped",3,27
Speeding,153,1145
Spillback,2,25
"Tinted Windows",197,2221
"Truck Routes",0,10
U-Turn,3,74
Uninspected,5,125
Uninsured,9,203
"Unlicensed Operator",125,1188
Unregistered,20,190
"Unsafe Lane Change",1,19
"Other Movers",140,916
"067TOTAL Movers ",1410,11683
,,
"* All figures are preliminary and subject to change.",,
