"Moving Violations",,
"101st Precinct",,
"October  ",,
101sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,6
"Brake Lights (Defect.or Improper)",7,112
"Bus Lane, Driving in",0,0
"Cell Phone",61,486
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",43,498
"Disobey Traffic Control Device",87,748
"Equipment (Other)",2,19
"Fail to Keep Right",0,3
"Fail to Signal",18,157
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",6,87
"Improper Lights",0,0
"Improper Passing",2,44
"Improper Turn",34,442
"Improper/Missing Plates",1,19
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",19,121
"Not Giving R of W to Veh.",0,9
"OBSTRUCTED PLATE",6,55
"One Way Street",3,3
"Pavement Markings",17,55
"Safety Belt",8,212
"School Bus, Passing Stopped",1,12
Speeding,78,723
Spillback,0,1
"Tinted Windows",61,580
"Truck Routes",0,2
U-Turn,0,0
Uninspected,0,50
Uninsured,10,211
"Unlicensed Operator",72,708
Unregistered,7,107
"Unsafe Lane Change",0,2
"Other Movers",60,606
"101TOTAL Movers ",603,6082
,,
"* All figures are preliminary and subject to change.",,
