"Moving Violations",,
"84th Precinct",,
"October  ",,
084sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,16
"Brake Lights (Defect.or Improper)",14,112
"Bus Lane, Driving in",0,0
"Cell Phone",28,434
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",148,1229
"Disobey Traffic Control Device",210,2063
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",18,212
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",9,169
"Improper Lights",0,0
"Improper Passing",4,109
"Improper Turn",53,707
"Improper/Missing Plates",11,100
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",45,473
"Not Giving R of W to Veh.",1,9
"OBSTRUCTED PLATE",0,0
"One Way Street",4,26
"Pavement Markings",80,334
"Safety Belt",148,1098
"School Bus, Passing Stopped",4,15
Speeding,61,385
Spillback,5,39
"Tinted Windows",37,712
"Truck Routes",0,3
U-Turn,2,36
Uninspected,1,21
Uninsured,26,237
"Unlicensed Operator",29,421
Unregistered,14,99
"Unsafe Lane Change",0,0
"Other Movers",71,742
"084TOTAL Movers ",1024,9802
,,
"* All figures are preliminary and subject to change.",,
