"Moving Violations",,
"Queens South",,
"October  ",,
pbqssum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",8,63
"Brake Lights (Defect.or Improper)",29,385
"Bus Lane, Driving in",0,0
"Cell Phone",447,4619
"Commercial Veh on Pkwy",2,28
"Defective Brakes",0,4
"Disobey Steady Red Signal",471,4084
"Disobey Traffic Control Device",1601,15100
"Equipment (Other)",11,211
"Fail to Keep Right",1,12
"Fail to Signal",185,871
"Following Too Closely",1,19
"Headlights (Defect. or Improper)",32,260
"Improper Lights",49,523
"Improper Passing",30,242
"Improper Turn",628,8045
"Improper/Missing Plates",14,219
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",268,2533
"Not Giving R of W to Veh.",15,176
"OBSTRUCTED PLATE",19,363
"One Way Street",8,53
"Pavement Markings",96,878
"Safety Belt",551,5645
"School Bus, Passing Stopped",7,97
Speeding,726,5692
Spillback,1,34
"Tinted Windows",325,4466
"Truck Routes",8,326
U-Turn,18,205
Uninspected,22,361
Uninsured,203,2320
"Unlicensed Operator",558,5491
Unregistered,101,925
"Unsafe Lane Change",16,99
"Other Movers",661,5960
"PBQSTOTAL Movers ",7112,70309
,,
"* All figures are preliminary and subject to change.",,
