"Moving Violations",,
"72nd Precinct",,
"October  ",,
072sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,27
"Brake Lights (Defect.or Improper)",0,21
"Bus Lane, Driving in",0,0
"Cell Phone",86,658
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",158,1140
"Disobey Traffic Control Device",278,2245
"Equipment (Other)",17,225
"Fail to Keep Right",0,0
"Fail to Signal",13,151
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,15
"Improper Lights",0,3
"Improper Passing",7,62
"Improper Turn",22,187
"Improper/Missing Plates",1,24
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",56,648
"Not Giving R of W to Veh.",8,133
"OBSTRUCTED PLATE",1,55
"One Way Street",3,36
"Pavement Markings",37,441
"Safety Belt",169,1269
"School Bus, Passing Stopped",9,103
Speeding,59,498
Spillback,1,9
"Tinted Windows",30,446
"Truck Routes",1,52
U-Turn,5,95
Uninspected,4,50
Uninsured,2,62
"Unlicensed Operator",60,610
Unregistered,7,98
"Unsafe Lane Change",1,23
"Other Movers",147,872
"072TOTAL Movers ",1182,10260
,,
"* All figures are preliminary and subject to change.",,
